TotRmsAbvGrd,OpenPorchSF,MasVnrArea,OverallQual,1stFlrSF,HalfBath,LotArea,GrLivArea,YearBuilt,2ndFlrSF,OverallCond,BsmtFinSF1,FullBath,Fireplaces,TotalBsmtSF,LotFrontage,BsmtUnfSF,YrSold,GarageYrBlt,MoSold,GarageCars,YearRemodAdd,BsmtFullBath,BedroomAbvGr,WoodDeckSF,GarageArea,LotShape,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,KitchenQual,FireplaceQu,GarageFinish,MSSubClass_1,MSSubClass_2,MSSubClass_3,MSSubClass_4,LotConfig_2,Neighborhood_1,Neighborhood_2,Neighborhood_3,Neighborhood_4,Neighborhood_5,HouseStyle_2,HouseStyle_3,RoofStyle_2,RoofStyle_3,Exterior1st_2,Exterior1st_3,Exterior1st_4,Exterior2nd_2,Exterior2nd_3,Exterior2nd_4,MasVnrType_2,MasVnrType_3,Foundation_2,Foundation_3,GarageType_2,GarageType_3,SalePrice
6,38,0.0,5,1700,1,10552,1700,1959,0,5,1018,1,1,1398,70.0,380,2010,1959.0,4,2,1959,0,4,0,447,2,2,3,1,3,3,3,4,2,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,165500
6,47,246.0,9,1561,0,7313,1561,2005,0,5,1153,2,1,1561,60.0,408,2007,2005.0,8,2,2005,1,2,203,556,3,4,5,1,6,4,4,4,3,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,277500
9,32,132.0,8,1132,1,13418,2452,2004,1320,5,0,3,1,1117,108.0,1117,2006,2004.0,9,3,2005,0,4,113,691,3,3,5,3,1,4,3,4,3,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,309000
6,64,0.0,5,1097,1,10859,1097,1994,0,5,0,1,0,1097,112.0,1097,2009,1995.0,6,2,1995,0,3,392,672,3,2,4,1,1,4,2,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,145000
5,0,650.0,5,1297,0,8532,1297,1954,0,6,1213,1,1,1297,74.0,84,2009,1954.0,10,2,1990,0,3,0,498,3,2,3,1,3,3,2,3,3,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,153000
5,52,0.0,5,1057,0,7922,1057,1953,0,7,731,1,0,1057,68.0,326,2010,1953.0,1,1,2007,1,3,0,246,3,2,3,1,6,2,3,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,109000
6,138,101.0,6,1324,0,8658,1324,1965,0,5,643,2,1,1088,84.0,445,2006,1965.0,12,2,1965,0,3,0,440,3,2,3,1,3,4,2,3,2,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,160000
5,104,0.0,5,1328,1,16905,1328,1959,0,6,967,1,2,1350,115.0,383,2007,1959.0,7,1,1959,0,2,0,308,3,2,3,4,4,3,2,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,170000
6,0,0.0,5,1150,0,7945,1150,1959,0,6,179,1,0,1150,70.0,465,2006,1959.0,5,1,1959,1,3,0,300,3,2,3,1,5,4,2,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,141000
6,82,412.0,9,1752,0,7658,1752,2005,0,5,456,2,1,1752,61.0,1296,2010,2005.0,2,2,2005,1,2,196,576,3,4,5,1,6,4,4,4,2,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,319900
6,43,0.0,7,1518,1,12822,2149,2003,631,5,1351,1,1,1434,48.0,83,2009,2003.0,8,2,2003,1,1,168,670,2,3,5,1,6,4,3,5,2,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,239686
7,146,0.0,8,1656,0,11096,1656,2006,0,5,24,2,0,1656,84.0,1632,2007,2006.0,7,3,2006,0,3,0,826,3,3,4,3,6,4,3,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,249700
6,0,0.0,5,955,0,7742,955,1966,0,7,763,1,0,955,66.0,192,2007,1966.0,1,1,1966,1,3,0,386,3,2,3,1,4,4,2,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,127000
6,0,0.0,6,816,0,6240,1176,1934,0,6,0,1,1,816,52.0,816,2006,1985.0,9,2,1950,0,3,112,528,3,2,3,1,1,2,2,4,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,114500
5,0,0.0,5,816,0,8472,816,1963,0,5,104,1,0,816,110.0,0,2010,1963.0,5,2,1963,1,2,106,516,1,1,4,4,2,2,2,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,110000
5,72,0.0,9,1842,1,50271,1842,1981,0,5,1810,0,1,1842,68.0,32,2006,1981.0,11,3,1987,2,0,857,894,2,3,5,4,6,3,3,4,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,385000
6,50,0.0,5,1360,0,7134,1360,1955,0,5,384,1,1,384,60.0,0,2007,1962.0,2,2,1955,0,3,0,572,3,2,3,1,5,2,2,3,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,130000
7,0,272.0,6,1425,0,10175,1425,1964,0,5,490,2,1,1425,100.0,935,2008,1964.0,7,2,1964,0,3,0,576,2,2,3,1,4,3,2,4,2,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,180500
7,0,456.0,8,983,1,2645,1739,1999,756,5,649,2,0,970,24.0,321,2009,1999.0,8,2,2000,1,3,115,480,3,3,4,1,6,4,3,0,3,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,172500
7,70,0.0,7,860,1,11645,1720,2004,860,5,0,2,0,860,89.0,860,2006,2004.0,8,2,2004,0,3,0,565,2,3,4,1,1,4,3,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,196500
10,0,1031.0,10,1426,1,13682,2945,2006,1519,5,0,3,1,1410,66.0,1410,2006,2006.0,10,3,2006,0,3,192,641,1,4,5,4,1,4,3,4,3,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,438780
4,0,0.0,5,780,0,7200,780,1972,0,7,632,1,0,780,60.0,148,2008,1973.0,1,1,1972,0,2,196,352,3,2,3,3,5,4,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,124900
5,50,0.0,6,1158,1,13072,1158,2004,0,5,941,1,0,1158,63.0,217,2006,2006.0,5,2,2004,1,3,0,576,3,2,4,1,5,4,3,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,158000
6,0,0.0,5,581,0,7200,1111,1920,530,7,0,1,0,530,60.0,530,2007,1935.0,3,1,1996,0,3,0,288,3,2,3,1,1,2,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,101000
6,49,178.0,8,1370,0,6442,1370,2006,0,5,24,2,1,1370,44.0,1346,2007,2006.0,10,2,2006,0,2,120,484,2,3,4,2,6,4,3,4,2,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,202500
9,11,0.0,7,902,0,10300,1710,1921,808,6,0,2,0,576,50.0,576,2010,1990.0,4,2,1950,0,3,12,480,2,2,3,1,1,3,2,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,140000
9,151,344.0,8,1143,1,9591,2473,2004,1330,5,0,2,1,1143,76.0,1143,2007,2004.0,10,3,2005,0,4,192,852,3,3,5,3,1,4,3,4,2,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,317000
7,29,167.0,7,1479,0,10665,1479,2003,0,5,1013,2,0,1453,72.0,440,2007,2003.0,6,2,2003,1,3,144,558,2,3,4,3,6,4,3,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,226000
4,0,0.0,4,747,0,4608,747,1945,0,6,0,1,0,747,47.0,747,2010,1945.0,6,1,1950,0,2,0,220,3,2,3,1,1,2,2,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,80000
7,21,0.0,7,1304,0,15593,2287,1953,983,4,603,2,1,1304,81.0,701,2006,1953.0,7,2,1953,0,3,0,667,3,3,3,1,4,2,2,3,3,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,225000
8,0,1115.0,7,2223,0,13651,2223,1973,0,6,1880,2,2,2223,95.0,343,2007,1973.0,2,2,1973,1,3,300,516,2,2,4,4,5,4,2,4,3,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,244000
4,0,0.0,4,845,0,7599,845,1982,0,6,565,1,0,845,69.0,280,2007,1987.0,6,2,2006,1,2,0,360,3,2,3,1,5,2,2,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,129500
7,94,40.0,7,885,1,10141,1718,1998,833,5,0,2,1,832,74.0,832,2009,1998.0,12,2,1998,0,3,0,427,2,2,4,1,1,3,2,3,3,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,185000
6,0,104.0,5,1086,0,10200,1086,1954,0,7,320,1,0,1086,85.0,404,2010,1989.0,5,2,2003,1,3,0,490,3,2,3,1,5,3,2,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,144900
8,0,0.0,3,840,0,5790,1605,1915,765,6,0,2,0,840,60.0,840,2010,1915.0,5,1,1950,0,3,0,379,3,3,2,1,1,3,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,107400
5,101,0.0,4,526,0,1596,988,1973,462,5,462,1,0,462,21.0,0,2009,1973.0,11,1,1973,1,2,120,297,3,2,4,4,6,2,2,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,91000
6,0,0.0,5,1072,0,8635,1285,1948,213,5,336,1,0,672,50.0,295,2008,1948.0,1,1,2001,1,2,0,240,3,2,3,1,4,2,2,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,127000
5,0,0.0,5,682,1,10440,1230,1910,548,6,0,1,0,440,60.0,440,2009,1966.0,5,2,1981,0,2,74,440,3,2,3,1,1,3,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,110000
8,72,576.0,6,1182,1,13000,2142,1968,960,6,448,2,1,896,100.0,448,2009,1968.0,6,1,1968,0,4,0,509,3,2,4,1,3,2,3,4,3,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,193500
5,199,443.0,6,1337,0,4500,1337,1998,0,5,1201,2,0,1237,32.0,36,2006,1998.0,3,2,1998,1,2,0,405,3,2,5,1,6,4,2,0,3,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,153500
6,99,468.0,8,1563,0,10206,1563,2007,0,5,33,2,1,1563,78.0,1530,2008,2007.0,10,3,2007,0,3,144,758,3,2,4,1,6,4,3,4,2,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,245000
6,0,66.0,5,1065,1,8892,1065,1960,0,5,0,1,0,1065,80.0,1065,2007,1974.0,7,2,1960,0,3,74,461,2,2,3,1,1,3,2,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,126500
9,82,284.0,8,1301,1,16059,2417,1991,1116,5,0,2,1,1288,121.0,1288,2006,1991.0,4,2,1992,0,4,127,462,3,3,4,1,1,4,3,3,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,260000
6,38,0.0,6,684,1,11911,1560,2005,876,5,0,2,1,684,122.0,684,2009,2005.0,3,2,2005,0,3,100,400,1,3,4,3,1,4,3,4,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,174000
4,234,76.0,6,612,1,3951,1224,2009,612,5,0,2,0,612,40.0,612,2009,2009.0,6,2,2009,0,2,0,528,3,3,4,3,1,4,3,0,2,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,164500
4,29,0.0,4,1040,0,7200,1040,1950,0,5,0,1,0,0,60.0,0,2006,1950.0,7,2,1950,0,2,0,420,3,2,0,0,0,2,2,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,109900
6,0,203.0,5,1235,0,8500,1235,1961,0,3,600,1,0,1235,85.0,635,2006,1961.0,12,2,1961,0,2,0,480,3,2,3,1,3,2,2,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,98600
5,0,0.0,5,964,0,13360,964,1921,0,7,713,1,0,876,80.0,163,2009,1921.0,8,2,2006,1,2,0,432,2,2,4,1,5,4,2,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,163500
9,0,0.0,6,1260,0,7200,2291,1910,1031,6,1046,2,1,1214,60.0,168,2007,1900.0,11,2,1998,0,4,0,506,3,2,3,2,3,4,2,4,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,133900
7,162,0.0,6,905,1,9337,1786,1997,881,5,648,2,0,824,69.0,176,2007,1997.0,5,2,1997,1,3,0,684,2,2,4,1,6,4,3,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,204750
6,29,183.0,7,1588,0,10264,1588,1999,0,5,1162,2,0,1588,78.0,426,2006,1999.0,8,2,1999,0,3,158,472,2,3,4,3,5,4,3,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,214000
6,0,48.0,4,960,0,10921,960,1965,0,5,520,1,0,960,73.0,440,2007,1965.0,5,1,1965,1,3,120,432,3,2,3,1,3,2,2,0,3,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,94750
5,0,0.0,5,835,0,10625,835,1920,0,5,108,1,0,458,85.0,350,2010,1920.0,5,1,1950,0,2,0,366,3,2,3,1,5,1,2,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,83000
7,46,336.0,6,977,1,9206,1732,1985,755,5,0,2,1,741,77.0,741,2010,1985.0,6,2,1985,0,3,192,476,3,3,4,1,1,2,3,3,3,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,178000
8,0,0.0,5,1535,0,7018,1535,1979,0,5,0,2,0,0,64.0,0,2009,1979.0,6,2,1979,0,4,0,410,3,2,0,0,0,2,2,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,118964
6,36,0.0,7,1226,0,10402,1226,2009,0,5,0,2,0,1226,94.0,1226,2010,2009.0,5,3,2009,0,3,0,740,2,2,4,1,1,4,3,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,198900
9,45,768.0,8,1053,1,9375,1992,2003,939,5,0,2,1,1053,75.0,1053,2008,2003.0,8,2,2004,0,3,140,648,3,3,5,1,1,4,3,4,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,250000
6,0,0.0,4,1047,0,10800,1047,1885,0,7,0,1,0,641,60.0,641,2007,1954.0,8,1,1995,0,2,0,273,3,2,2,1,1,3,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,100000
5,0,0.0,5,789,0,6000,789,1948,0,5,104,1,0,789,50.0,516,2008,1948.0,4,1,1950,0,2,0,250,3,2,3,1,5,4,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,115000
7,122,480.0,6,1844,0,11751,1844,1977,0,6,705,2,1,1844,105.0,1139,2010,1977.0,1,2,1977,0,3,0,546,2,2,4,1,4,4,2,3,2,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,190000
7,0,0.0,6,1216,0,9525,1855,1954,639,4,444,2,0,994,75.0,550,2006,1954.0,10,1,1972,0,4,182,325,3,2,3,1,3,3,2,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,136900
10,184,220.0,7,1282,1,9965,2696,2007,1414,5,984,2,1,1264,77.0,280,2007,2007.0,10,3,2007,1,4,120,792,3,3,5,3,6,4,4,4,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,383970
9,0,0.0,6,1436,1,7259,2320,1945,884,8,774,2,1,1028,61.0,104,2007,1945.0,7,1,2002,1,3,224,180,2,2,3,1,5,4,3,3,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,259500
5,32,1129.0,6,729,1,3230,1458,1999,729,5,419,2,1,729,34.0,310,2007,1999.0,6,2,1999,0,2,0,440,3,2,4,1,6,3,2,2,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,176000
5,64,0.0,5,1125,1,8536,1125,2006,0,5,0,1,0,1125,74.0,1125,2007,2007.0,4,2,2007,0,2,80,430,3,2,4,1,1,3,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,155000
11,0,0.0,7,1699,0,12376,3222,1990,1523,5,1470,3,2,1673,90.0,203,2010,1990.0,5,3,1990,1,5,367,594,3,2,4,2,6,3,3,3,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,320000
